CROP_NAME,date,term
CitrusSubtropic,2007-01-01,0.0
CitrusSubtropic,2008-01-01,0.0
CitrusSubtropic,2009-01-01,0.0
CitrusSubtropic,2010-01-01,0.0
CitrusSubtropic,2011-01-01,0.0
CitrusSubtropic,2012-01-01,0.0
CitrusSubtropic,2013-01-01,0.0
CitrusSubtropic,2014-01-01,0.0
CitrusSubtropic,2015-01-01,0.0
CitrusSubtropic,2016-01-01,0.0
CitrusSubtropic,2017-01-01,0.0
CitrusSubtropic,2018-01-01,0.0
DeciduousFruits,1970-01-01,1851.4098561209826
DeciduousFruits,1971-01-01,1861.014793588843
DeciduousFruits,1972-01-01,1801.932027913912
DeciduousFruits,1973-01-01,1834.3642254035813
DeciduousFruits,1974-01-01,1790.7133322141872
DeciduousFruits,1975-01-01,1852.5787038537649
DeciduousFruits,1976-01-01,1742.2527649253902
DeciduousFruits,1977-01-01,1707.8735149926538
DeciduousFruits,1978-01-01,1840.320584474518
DeciduousFruits,1979-01-01,1582.5138936280991
DeciduousFruits,1980-01-01,1510.3836480009181
DeciduousFruits,1981-01-01,1560.060767215335
DeciduousFruits,1982-01-01,1469.0929691792928
DeciduousFruits,1983-01-01,1475.4345511053718
DeciduousFruits,1984-01-01,1554.9091662642331
DeciduousFruits,1985-01-01,1513.8111246806702
DeciduousFruits,1986-01-01,526.1014585291553
DeciduousFruits,1987-01-01,580.614597731405
DeciduousFruits,1988-01-01,561.446628045225
DeciduousFruits,1989-01-01,529.3569054132231
DeciduousFruits,1990-01-01,527.1891157153352
DeciduousFruits,1991-01-01,561.8806006437098
DeciduousFruits,1992-01-01,569.4987082444904
DeciduousFruits,1993-01-01,540.3694854100091
DeciduousFruits,1994-01-01,553.178667832415
DeciduousFruits,1995-01-01,529.7378385401745
DeciduousFruits,1996-01-01,541.9851216584022
DeciduousFruits,1997-01-01,547.7434493989899
DeciduousFruits,1998-01-01,528.5383296843435
DeciduousFruits,1999-01-01,51.036942022268136
DeciduousFruits,2000-01-01,25.249902256427916
DeciduousFruits,2001-01-01,26.39835943227732
DeciduousFruits,2002-01-01,25.836632725665748
DeciduousFruits,2003-01-01,25.939753451331494
DeciduousFruits,2004-01-01,27.038051942607897
DeciduousFruits,2005-01-01,23.378265193067033
DeciduousFruits,2006-01-01,26.367357738751146
DeciduousFruits,2007-01-01,26.31324320746327
DeciduousFruits,2008-01-01,26.653078999311298
DeciduousFruits,2009-01-01,25.34128753065657
DeciduousFruits,2010-01-01,24.902180558080808
DeciduousFruits,2011-01-01,22.614712667125804
DeciduousFruits,2012-01-01,91.4352616003214
DeciduousFruits,2013-01-01,87.4728693459596
DeciduousFruits,2014-01-01,13.889947821395776
DeciduousFruits,2015-01-01,12.297653970844813
DeciduousFruits,2016-01-01,12.698310010560146
DeciduousFruits,2017-01-01,12.623164807621672
DeciduousFruits,2018-01-01,12.585872165433884
FieldCrop,1970-01-01,982.5673129517907
FieldCrop,1971-01-01,981.9873711410469
FieldCrop,1972-01-01,971.0943274217171
FieldCrop,1973-01-01,999.9233061297062
FieldCrop,1974-01-01,945.802552570707
FieldCrop,1975-01-01,972.1445594820937
FieldCrop,1976-01-01,944.0245103064739
FieldCrop,1977-01-01,963.8152049561523
FieldCrop,1978-01-01,978.1035442167126
FieldCrop,1979-01-01,1274.5735946563361
FieldCrop,1980-01-01,1220.3811681944444
FieldCrop,1981-01-01,1287.1138632144168
FieldCrop,1982-01-01,1174.6364220723142
FieldCrop,1983-01-01,1197.2094403608814
FieldCrop,1984-01-01,1246.8246459910467
FieldCrop,1985-01-01,1256.894866447199
FieldCrop,1986-01-01,191.97579008333332
FieldCrop,1987-01-01,201.94957310261708
FieldCrop,1988-01-01,198.78941713659322
FieldCrop,1989-01-01,194.54312819513314
FieldCrop,1990-01-01,196.248300020202
FieldCrop,1991-01-01,196.17734751721764
FieldCrop,1992-01-01,197.88435393640955
FieldCrop,1993-01-01,193.78071462029385
FieldCrop,1994-01-01,194.22393012217628
FieldCrop,1995-01-01,191.22991915932047
FieldCrop,1996-01-01,196.06896133769513
FieldCrop,1997-01-01,193.33596287029386
FieldCrop,1998-01-01,188.19959250619834
FieldCrop,1999-01-01,15.624949059097796
FieldCrop,2000-01-01,15.386775540750689
FieldCrop,2001-01-01,15.906896459136822
FieldCrop,2002-01-01,16.021152608248393
FieldCrop,2003-01-01,15.940526546143252
FieldCrop,2004-01-01,16.24075785284665
FieldCrop,2005-01-01,14.894956098714417
FieldCrop,2006-01-01,16.10553836134068
FieldCrop,2007-01-01,15.952860041398072
FieldCrop,2008-01-01,16.099166617252067
FieldCrop,2009-01-01,15.624940764233243
FieldCrop,2010-01-01,15.280829777089073
FieldCrop,2011-01-01,14.218315161386593
FieldCrop,2012-01-01,105.94130279811755
FieldCrop,2013-01-01,104.3575035603765
FieldCrop,2014-01-01,1867.5130088891183
FieldCrop,2015-01-01,1902.9089332874196
FieldCrop,2016-01-01,2854.3828547162534
FieldCrop,2017-01-01,2823.3571597134987
FieldCrop,2018-01-01,2837.8018795284665
GrainHayCrops,1970-01-01,29123.068650607438
GrainHayCrops,1971-01-01,28662.097933474975
GrainHayCrops,1972-01-01,31130.57397984642
GrainHayCrops,1973-01-01,29049.023645546375
GrainHayCrops,1974-01-01,24175.056006352388
GrainHayCrops,1975-01-01,24327.60535221901
GrainHayCrops,1976-01-01,29100.638980719697
GrainHayCrops,1977-01-01,29809.661848354226
GrainHayCrops,1978-01-01,24738.186393480257
GrainHayCrops,1979-01-01,27070.955309917354
GrainHayCrops,1980-01-01,25681.06516758494
GrainHayCrops,1981-01-01,27363.664528831498
GrainHayCrops,1982-01-01,18230.92920768136
GrainHayCrops,1983-01-01,19097.996751606977
GrainHayCrops,1984-01-01,28238.451558527777
GrainHayCrops,1985-01-01,25432.950275773186
GrainHayCrops,1986-01-01,26829.706622894857
GrainHayCrops,1987-01-01,34936.96655852158
GrainHayCrops,1988-01-01,36099.625927456385
GrainHayCrops,1989-01-01,29763.44579529913
GrainHayCrops,1990-01-01,32438.688396442376
GrainHayCrops,1991-01-01,29530.494437103767
GrainHayCrops,1992-01-01,31361.98849862259
GrainHayCrops,1993-01-01,30232.0969002135
GrainHayCrops,1994-01-01,32494.4933781017
GrainHayCrops,1995-01-01,26819.980573922177
GrainHayCrops,1996-01-01,28630.39209070248
GrainHayCrops,1997-01-01,35603.83671487603
GrainHayCrops,1998-01-01,25362.025417814508
GrainHayCrops,1999-01-01,15949.065723017447
GrainHayCrops,2000-01-01,16454.864990235077
GrainHayCrops,2001-01-01,17976.664584481176
GrainHayCrops,2002-01-01,17485.894651092745
GrainHayCrops,2003-01-01,15469.27648015473
GrainHayCrops,2004-01-01,19424.40175861387
GrainHayCrops,2005-01-01,12811.244002899448
GrainHayCrops,2006-01-01,12034.412628165519
GrainHayCrops,2007-01-01,18274.24981558081
GrainHayCrops,2008-01-01,18457.372346189164
GrainHayCrops,2009-01-01,17020.61634569582
GrainHayCrops,2010-01-01,14005.94695362718
GrainHayCrops,2011-01-01,12746.668879706152
GrainHayCrops,2012-01-01,19484.903940953398
GrainHayCrops,2013-01-01,24185.06186149495
GrainHayCrops,2014-01-01,17635.841560372588
GrainHayCrops,2015-01-01,19525.963327962123
GrainHayCrops,2016-01-01,18430.224702634754
GrainHayCrops,2017-01-01,17018.363597337007
GrainHayCrops,2018-01-01,17184.500934954776
Idle,1970-01-01,0.0
Idle,1971-01-01,0.0
Idle,1972-01-01,0.0
Idle,1973-01-01,0.0
Idle,1974-01-01,0.0
Idle,1975-01-01,0.0
Idle,1976-01-01,0.0
Idle,1977-01-01,0.0
Idle,1978-01-01,0.0
Idle,1979-01-01,0.0
Idle,1980-01-01,0.0
Idle,1981-01-01,0.0
Idle,1982-01-01,0.0
Idle,1983-01-01,0.0
Idle,1984-01-01,0.0
Idle,1985-01-01,0.0
Idle,1986-01-01,0.0
Idle,1987-01-01,0.0
Idle,1988-01-01,0.0
Idle,1989-01-01,0.0
Idle,1990-01-01,0.0
Idle,1991-01-01,0.0
Idle,1992-01-01,0.0
Idle,1993-01-01,0.0
Idle,1994-01-01,0.0
Idle,1995-01-01,0.0
Idle,1996-01-01,0.0
Idle,1997-01-01,0.0
Idle,1998-01-01,0.0
Idle,1999-01-01,0.0
Idle,2000-01-01,0.0
Idle,2001-01-01,0.0
Idle,2002-01-01,0.0
Idle,2003-01-01,0.0
Idle,2004-01-01,0.0
Idle,2005-01-01,0.0
Idle,2006-01-01,0.0
Idle,2007-01-01,0.0
Idle,2008-01-01,0.0
Idle,2009-01-01,0.0
Idle,2010-01-01,0.0
Idle,2011-01-01,0.0
Idle,2012-01-01,0.0
Idle,2013-01-01,0.0
Idle,2014-01-01,0.0
Idle,2015-01-01,0.0
Idle,2016-01-01,0.0
Idle,2017-01-01,0.0
Idle,2018-01-01,0.0
NativeVegetation,1970-01-01,0.0
NativeVegetation,1971-01-01,0.0
NativeVegetation,1972-01-01,0.0
NativeVegetation,1973-01-01,0.0
NativeVegetation,1974-01-01,0.0
NativeVegetation,1975-01-01,0.0
NativeVegetation,1976-01-01,0.0
NativeVegetation,1977-01-01,0.0
NativeVegetation,1978-01-01,0.0
NativeVegetation,1979-01-01,0.0
NativeVegetation,1980-01-01,0.0
NativeVegetation,1981-01-01,0.0
NativeVegetation,1982-01-01,0.0
NativeVegetation,1983-01-01,0.0
NativeVegetation,1984-01-01,0.0
NativeVegetation,1985-01-01,0.0
NativeVegetation,1986-01-01,0.0
NativeVegetation,1987-01-01,0.0
NativeVegetation,1988-01-01,0.0
NativeVegetation,1989-01-01,0.0
NativeVegetation,1990-01-01,0.0
NativeVegetation,1991-01-01,0.0
NativeVegetation,1992-01-01,0.0
NativeVegetation,1993-01-01,0.0
NativeVegetation,1994-01-01,0.0
NativeVegetation,1995-01-01,0.0
NativeVegetation,1996-01-01,0.0
NativeVegetation,1997-01-01,0.0
NativeVegetation,1998-01-01,0.0
NativeVegetation,1999-01-01,0.0
NativeVegetation,2000-01-01,0.0
NativeVegetation,2001-01-01,0.0
NativeVegetation,2002-01-01,0.0
NativeVegetation,2003-01-01,0.0
NativeVegetation,2004-01-01,0.0
NativeVegetation,2005-01-01,0.0
NativeVegetation,2006-01-01,0.0
NativeVegetation,2007-01-01,0.0
NativeVegetation,2008-01-01,0.0
NativeVegetation,2009-01-01,0.0
NativeVegetation,2010-01-01,0.0
NativeVegetation,2011-01-01,0.0
NativeVegetation,2012-01-01,0.0
NativeVegetation,2013-01-01,0.0
NativeVegetation,2014-01-01,0.0
NativeVegetation,2015-01-01,0.0
NativeVegetation,2016-01-01,0.0
NativeVegetation,2017-01-01,0.0
NativeVegetation,2018-01-01,0.0
Pasture,1970-01-01,3832.7838635612948
Pasture,1971-01-01,4349.736632296602
Pasture,1972-01-01,4429.218925084252
Pasture,1973-01-01,4318.752013862718
Pasture,1974-01-01,4130.205132347566
Pasture,1975-01-01,4308.493795544077
Pasture,1976-01-01,4310.759671933884
Pasture,1977-01-01,4408.796595913453
Pasture,1978-01-01,4215.914885893021
Pasture,1979-01-01,3793.838666457989
Pasture,1980-01-01,3516.0395159524796
Pasture,1981-01-01,3885.367790174931
Pasture,1982-01-01,3226.1232443510103
Pasture,1983-01-01,3278.020650549357
Pasture,1984-01-01,3847.1100612651517
Pasture,1985-01-01,3646.4045803535355
Pasture,1986-01-01,3817.346209565427
Pasture,1987-01-01,4173.975781376263
Pasture,1988-01-01,4112.607448492654
Pasture,1989-01-01,3936.7023854949493
Pasture,1990-01-01,3952.3890880544077
Pasture,1991-01-01,4054.470291182736
Pasture,1992-01-01,3968.8798249442148
Pasture,1993-01-01,3838.5239147848943
Pasture,1994-01-01,3937.641472573921
Pasture,1995-01-01,3769.3149899928835
Pasture,1996-01-01,3807.8683535629016
Pasture,1997-01-01,4100.208034298439
Pasture,1998-01-01,3595.828026439853
Pasture,1999-01-01,1549.3219691067493
Pasture,2000-01-01,1579.5973508693755
Pasture,2001-01-01,1632.984328907943
Pasture,2002-01-01,1673.68568184045
Pasture,2003-01-01,1577.3876421577136
Pasture,2004-01-01,1705.4761809049587
Pasture,2005-01-01,1394.7999696255738
Pasture,2006-01-01,1473.5994933498623
Pasture,2007-01-01,1668.703895342516
Pasture,2008-01-01,1685.933763737144
Pasture,2009-01-01,1615.0391649304408
Pasture,2010-01-01,1426.820576355831
Pasture,2011-01-01,1431.6098121214418
Pasture,2012-01-01,2813.1748873158863
Pasture,2013-01-01,2965.38100857989
Pasture,2014-01-01,390.9615658289715
Pasture,2015-01-01,171.0286146134068
Pasture,2016-01-01,1345.8489524139118
Pasture,2017-01-01,1307.0060911960513
Pasture,2018-01-01,1383.115810703168
SemiAgricultural,1970-01-01,0.0
SemiAgricultural,1971-01-01,0.0
SemiAgricultural,1972-01-01,0.0
SemiAgricultural,1973-01-01,0.0
SemiAgricultural,1974-01-01,0.0
SemiAgricultural,1975-01-01,0.0
SemiAgricultural,1976-01-01,0.0
SemiAgricultural,1977-01-01,0.0
SemiAgricultural,1978-01-01,0.0
SemiAgricultural,1979-01-01,0.0
SemiAgricultural,1980-01-01,0.0
SemiAgricultural,1981-01-01,0.0
SemiAgricultural,1982-01-01,0.0
SemiAgricultural,1983-01-01,0.0
SemiAgricultural,1984-01-01,0.0
SemiAgricultural,1985-01-01,0.0
SemiAgricultural,1986-01-01,0.0
SemiAgricultural,1987-01-01,0.0
SemiAgricultural,1988-01-01,0.0
SemiAgricultural,1989-01-01,0.0
SemiAgricultural,1990-01-01,0.0
SemiAgricultural,1991-01-01,0.0
SemiAgricultural,1992-01-01,0.0
SemiAgricultural,1993-01-01,0.0
SemiAgricultural,1994-01-01,0.0
SemiAgricultural,1995-01-01,0.0
SemiAgricultural,1996-01-01,0.0
SemiAgricultural,1997-01-01,0.0
SemiAgricultural,1998-01-01,0.0
SemiAgricultural,1999-01-01,0.0
SemiAgricultural,2000-01-01,0.0
SemiAgricultural,2001-01-01,0.0
SemiAgricultural,2002-01-01,0.0
SemiAgricultural,2003-01-01,0.0
SemiAgricultural,2004-01-01,0.0
SemiAgricultural,2005-01-01,0.0
SemiAgricultural,2006-01-01,0.0
SemiAgricultural,2007-01-01,0.0
SemiAgricultural,2008-01-01,0.0
SemiAgricultural,2009-01-01,0.0
SemiAgricultural,2010-01-01,0.0
SemiAgricultural,2011-01-01,0.0
SemiAgricultural,2012-01-01,0.0
SemiAgricultural,2013-01-01,0.0
SemiAgricultural,2014-01-01,0.0
SemiAgricultural,2015-01-01,0.0
SemiAgricultural,2016-01-01,0.0
SemiAgricultural,2017-01-01,0.0
SemiAgricultural,2018-01-01,0.0
SemiPaved,1970-01-01,0.0
SemiPaved,1971-01-01,0.0
SemiPaved,1972-01-01,0.0
SemiPaved,1973-01-01,0.0
SemiPaved,1974-01-01,0.0
SemiPaved,1975-01-01,0.0
SemiPaved,1976-01-01,0.0
SemiPaved,1977-01-01,0.0
SemiPaved,1978-01-01,0.0
SemiPaved,1979-01-01,0.0
SemiPaved,1980-01-01,0.0
SemiPaved,1981-01-01,0.0
SemiPaved,1982-01-01,0.0
SemiPaved,1983-01-01,0.0
SemiPaved,1984-01-01,0.0
SemiPaved,1985-01-01,0.0
SemiPaved,1986-01-01,0.0
SemiPaved,1987-01-01,0.0
SemiPaved,1988-01-01,0.0
SemiPaved,1989-01-01,0.0
SemiPaved,1990-01-01,0.0
SemiPaved,1991-01-01,0.0
SemiPaved,1992-01-01,0.0
SemiPaved,1993-01-01,0.0
SemiPaved,1994-01-01,0.0
SemiPaved,1995-01-01,0.0
SemiPaved,1996-01-01,0.0
SemiPaved,1997-01-01,0.0
SemiPaved,1998-01-01,0.0
SemiPaved,1999-01-01,0.0
SemiPaved,2000-01-01,0.0
SemiPaved,2001-01-01,0.0
SemiPaved,2002-01-01,0.0
SemiPaved,2003-01-01,0.0
SemiPaved,2004-01-01,0.0
SemiPaved,2005-01-01,0.0
SemiPaved,2006-01-01,0.0
SemiPaved,2007-01-01,0.0
SemiPaved,2008-01-01,0.0
SemiPaved,2009-01-01,0.0
SemiPaved,2010-01-01,0.0
SemiPaved,2011-01-01,0.0
SemiPaved,2012-01-01,0.0
SemiPaved,2013-01-01,0.0
SemiPaved,2014-01-01,0.0
SemiPaved,2015-01-01,0.0
SemiPaved,2016-01-01,0.0
SemiPaved,2017-01-01,0.0
SemiPaved,2018-01-01,0.0
TruckNursery,1970-01-01,18.776867101469236
TruckNursery,1971-01-01,19.60185849724518
TruckNursery,1972-01-01,19.347470117998164
TruckNursery,1973-01-01,19.656592852157942
TruckNursery,1974-01-01,18.168861283746555
TruckNursery,1975-01-01,19.00684876010101
TruckNursery,1976-01-01,18.35547633562902
TruckNursery,1977-01-01,19.634857567722683
TruckNursery,1978-01-01,19.59819234963269
TruckNursery,1979-01-01,19.89800281519743
TruckNursery,1980-01-01,19.0491080486685
TruckNursery,1981-01-01,20.127376389348026
TruckNursery,1982-01-01,19.32824294628099
TruckNursery,1983-01-01,19.16338312764004
TruckNursery,1984-01-01,19.22581611455464
TruckNursery,1985-01-01,19.790118353076217
TruckNursery,1986-01-01,74.52454539256198
TruckNursery,1987-01-01,73.6112205050505
TruckNursery,1988-01-01,73.39147590105601
TruckNursery,1989-01-01,73.59493037144169
TruckNursery,1990-01-01,75.12935049104684
TruckNursery,1991-01-01,70.43064447291093
TruckNursery,1992-01-01,70.28528308769513
TruckNursery,1993-01-01,60.80443802708908
TruckNursery,1994-01-01,63.90939454499541
TruckNursery,1995-01-01,61.270094394168964
TruckNursery,1996-01-01,65.33926725091828
TruckNursery,1997-01-01,60.359711455693294
TruckNursery,1998-01-01,64.24446386868686
TruckNursery,1999-01-01,44.86285309228651
TruckNursery,2000-01-01,44.36118426262626
TruckNursery,2001-01-01,44.966031753213954
TruckNursery,2002-01-01,29.483514324150597
TruckNursery,2003-01-01,29.527824763314968
TruckNursery,2004-01-01,29.45764179017447
TruckNursery,2005-01-01,27.68762235491276
TruckNursery,2006-01-01,29.709419644628102
TruckNursery,2007-01-01,29.367577713728192
TruckNursery,2008-01-01,29.555127426308538
TruckNursery,2009-01-01,29.003041168044078
TruckNursery,2010-01-01,28.81845511639118
TruckNursery,2011-01-01,24.04668324012856
TruckNursery,2012-01-01,164.45293330831038
TruckNursery,2013-01-01,156.947722140955
TruckNursery,2014-01-01,324.2899551388889
TruckNursery,2015-01-01,321.82159321326907
TruckNursery,2016-01-01,39.25556023921028
TruckNursery,2017-01-01,39.1087814876033
TruckNursery,2018-01-01,39.23392802226813
Turf,1970-01-01,0.0
Turf,1971-01-01,0.0
Turf,1972-01-01,0.0
Turf,1973-01-01,0.0
Turf,1974-01-01,0.0
Turf,1975-01-01,0.0
Turf,1976-01-01,0.0
Turf,1977-01-01,0.0
Turf,1978-01-01,0.0
Turf,1979-01-01,96.74576572933884
Turf,1980-01-01,92.42030363797062
Turf,1981-01-01,98.65036307392103
Turf,1982-01-01,89.6927899788797
Turf,1983-01-01,89.27170181198348
Turf,1984-01-01,97.83775795775942
Turf,1985-01-01,95.27764149747475
Turf,1986-01-01,124.02332913406795
Turf,1987-01-01,130.16198625482093
Turf,1988-01-01,128.42371313016528
Turf,1989-01-01,126.06182198783289
Turf,1990-01-01,117.3848754375574
Turf,1991-01-01,125.59381611363636
Turf,1992-01-01,125.25678850022958
Turf,1993-01-01,119.05324999489898
Turf,1994-01-01,124.78311637373737
Turf,1995-01-01,117.97384668112947
Turf,1996-01-01,118.36015879407714
Turf,1997-01-01,127.44202517630853
Turf,1998-01-01,111.85369243296603
Turf,1999-01-01,151.76708986114096
Turf,2000-01-01,149.0077949492654
Turf,2001-01-01,156.76747769559228
Turf,2002-01-01,154.09905397451791
Turf,2003-01-01,149.1799287913223
Turf,2004-01-01,161.93804137764005
Turf,2005-01-01,131.4945710668044
Turf,2006-01-01,149.21619814233242
Turf,2007-01-01,159.35859697842056
Turf,2008-01-01,160.22031940289256
Turf,2009-01-01,149.8679321896235
Turf,2010-01-01,138.07602118847566
Turf,2011-01-01,133.32054260123968
Turf,2012-01-01,176.11003595890725
Turf,2013-01-01,180.0217507318641
Turf,2014-01-01,184.48035307667584
Turf,2015-01-01,186.68402027525252
Turf,2016-01-01,181.92550245730027
Turf,2017-01-01,175.59448844168963
Turf,2018-01-01,180.5955472309458
Vineyard,1970-01-01,3294.7789976990357
Vineyard,1971-01-01,3317.9599441049127
Vineyard,1972-01-01,3261.895549757117
Vineyard,1973-01-01,3338.66633428696
Vineyard,1974-01-01,3252.22854586708
Vineyard,1975-01-01,3330.9847724005967
Vineyard,1976-01-01,3224.1755502591827
Vineyard,1977-01-01,3106.8892467272726
Vineyard,1978-01-01,3326.1475727199263
Vineyard,1979-01-01,5531.673659320478
Vineyard,1980-01-01,5396.041703397612
Vineyard,1981-01-01,5571.685378624886
Vineyard,1982-01-01,5316.61011831956
Vineyard,1983-01-01,5330.397233034894
Vineyard,1984-01-01,5566.525174471993
Vineyard,1985-01-01,5478.60880887741
Vineyard,1986-01-01,8007.6400902020205
Vineyard,1987-01-01,8509.185286960514
Vineyard,1988-01-01,8316.59541781451
Vineyard,1989-01-01,7986.961284731406
Vineyard,1990-01-01,7579.91252277112
Vineyard,1991-01-01,8256.572405876952
Vineyard,1992-01-01,8444.539090909091
Vineyard,1993-01-01,9935.132752525253
Vineyard,1994-01-01,10118.291186868686
Vineyard,1995-01-01,9718.444825528008
Vineyard,1996-01-01,9569.60995138866
Vineyard,1997-01-01,10221.278654729109
Vineyard,1998-01-01,9171.743334432966
Vineyard,1999-01-01,13348.181264921946
Vineyard,2000-01-01,14617.825606060605
Vineyard,2001-01-01,15456.650651974289
Vineyard,2002-01-01,15528.868696051422
Vineyard,2003-01-01,15411.434233241507
Vineyard,2004-01-01,16175.909132231403
Vineyard,2005-01-01,13645.766071846188
Vineyard,2006-01-01,16000.756965105602
Vineyard,2007-01-01,15919.909435261708
Vineyard,2008-01-01,16094.656866391184
Vineyard,2009-01-01,15125.004139118457
Vineyard,2010-01-01,14902.101000918274
Vineyard,2011-01-01,13707.605048209367
Vineyard,2012-01-01,15714.446324609733
Vineyard,2013-01-01,15196.683583562903
Vineyard,2014-01-01,12980.123585858586
Vineyard,2015-01-01,13182.106976584022
Vineyard,2016-01-01,13609.664848484848
Vineyard,2017-01-01,13918.683964646465
Vineyard,2018-01-01,13753.232736455464
Walnuts,1970-01-01,821.6655885066575
Walnuts,1971-01-01,841.8143114449036
Walnuts,1972-01-01,849.9099186356749
Walnuts,1973-01-01,822.8145601921487
Walnuts,1974-01-01,804.9718670401745
Walnuts,1975-01-01,845.090575922406
Walnuts,1976-01-01,787.1860539598256
Walnuts,1977-01-01,844.6326603367769
Walnuts,1978-01-01,831.128527640955
Walnuts,1979-01-01,1424.5436567979798
Walnuts,1980-01-01,1289.9994268985308
Walnuts,1981-01-01,1449.1627270309918
Walnuts,1982-01-01,1228.0011000583104
Walnuts,1983-01-01,1245.0563839077136
Walnuts,1984-01-01,1409.9206202318642
Walnuts,1985-01-01,1358.0270900684113
Walnuts,1986-01-01,1534.052569890955
Walnuts,1987-01-01,1670.8692536588615
Walnuts,1988-01-01,1592.1058616721762
Walnuts,1989-01-01,1570.6301572295683
Walnuts,1990-01-01,1482.718970699036
Walnuts,1991-01-01,1626.0242774894398
Walnuts,1992-01-01,1582.516363130854
Walnuts,1993-01-01,1333.8415285608357
Walnuts,1994-01-01,1407.6050718615702
Walnuts,1995-01-01,1366.1269625523416
Walnuts,1996-01-01,1377.0124978508447
Walnuts,1997-01-01,1421.932125719697
Walnuts,1998-01-01,1307.0472087951653
Walnuts,1999-01-01,615.7208375461433
Walnuts,2000-01-01,519.2363676101928
Walnuts,2001-01-01,520.8398809288338
Walnuts,2002-01-01,543.3744701541713
Walnuts,2003-01-01,519.5589309482668
Walnuts,2004-01-01,565.1231295626721
Walnuts,2005-01-01,459.8154174699265
Walnuts,2006-01-01,515.561507984068
Walnuts,2007-01-01,545.3656542897153
Walnuts,2008-01-01,543.565672646235
Walnuts,2009-01-01,529.1245647990404
Walnuts,2010-01-01,460.42561306382004
Walnuts,2011-01-01,470.9295330945822
Walnuts,2012-01-01,419.9235545360423
Walnuts,2013-01-01,424.0387032509183
Walnuts,2014-01-01,91.44044457759412
Walnuts,2015-01-01,64.93105152189852
Walnuts,2016-01-01,119.33133361283747
Walnuts,2017-01-01,112.80542074655648
Walnuts,2018-01-01,118.97600060231863
Water,1970-01-01,0.0
