 "GAGE No.  809:  K,I,J Coord. =     1,   20,   30;  STREAM SEGMENT =    15;  REACH =    18 "
     "DATA: Time           Stage            Flow     Conductance        HeadDiff       Hyd.Grad."
     1.6120000E+03   4.1600278E+02   1.8211451E+06   3.4005447E+02  -2.1045819E+00  -1.0522910E+00
     1.6430000E+03   4.1547020E+02   5.1460147E+04   3.4005447E+02  -2.6386147E+00  -1.3193074E+00
     1.6730000E+03   4.1545809E+02   3.7688298E+04   3.4005447E+02  -2.6521227E+00  -1.3260614E+00
     1.7040000E+03   4.1573945E+02   7.0062360E+05   3.4005447E+02  -2.3722809E+00  -1.1861405E+00
     1.7350000E+03   4.1547088E+02   5.2286325E+04   3.4005447E+02  -2.6423063E+00  -1.3211531E+00
     1.7650000E+03   4.1545771E+02   3.7295044E+04   3.4005447E+02  -2.6568639E+00  -1.3284320E+00
     1.7960000E+03   4.1576780E+02   8.0058089E+05   3.4005447E+02  -2.3483076E+00  -1.1741538E+00
     1.8260000E+03   4.1576585E+02   7.9354281E+05   3.4005447E+02  -2.3517348E+00  -1.1758674E+00
     1.8570000E+03   4.1647727E+02   4.7884005E+06   3.4005447E+02  -1.6426532E+00  -8.2132661E-01
     1.8880000E+03   4.1597970E+02   1.7065690E+06   3.4005447E+02  -2.1420063E+00  -1.0710032E+00
     1.9160000E+03   4.1735422E+02   1.2912801E+07   3.4005447E+02  -7.7116928E-01  -3.8558464E-01
     1.9470000E+03   4.1685933E+02   7.9388718E+06   3.4005447E+02  -1.2689205E+00  -6.3446023E-01
     1.9770000E+03   4.1587837E+02   1.2396017E+06   3.4005447E+02  -2.2513769E+00  -1.1256885E+00
     2.0080000E+03   4.1547724E+02   6.0238398E+04   3.4005447E+02  -2.6539434E+00  -1.3269717E+00
     2.0380000E+03   4.1548304E+02   6.7886261E+04   3.4005447E+02  -2.6495270E+00  -1.3247635E+00
     2.0690000E+03   4.1551458E+02   1.1556898E+05   3.4005447E+02  -2.6194283E+00  -1.3097141E+00
     2.1000000E+03   4.1548620E+02   7.2204260E+04   3.4005447E+02  -2.6492420E+00  -1.3246210E+00
     2.1300000E+03   4.1546692E+02   4.7567726E+04   3.4005447E+02  -2.6699040E+00  -1.3349520E+00
     2.1610000E+03   4.1620308E+02   2.9360616E+06   3.4005447E+02  -1.9353825E+00  -9.6769125E-01
     2.1910000E+03   4.1581125E+02   9.6392759E+05   3.4005447E+02  -2.3286886E+00  -1.1643443E+00
     2.2220000E+03   4.1576599E+02   7.9401460E+05   3.4005447E+02  -2.3754570E+00  -1.1877285E+00
     2.2530000E+03   4.1554460E+02   1.6989466E+05   3.4005447E+02  -2.5982853E+00  -1.2991427E+00
     2.2820000E+03   4.1601013E+02   1.8582555E+06   3.4005447E+02  -2.1343876E+00  -1.0671938E+00
     2.3130000E+03   4.1575152E+02   7.4252292E+05   3.4005447E+02  -2.3944955E+00  -1.1972478E+00
     2.3430000E+03   4.1596071E+02   1.6145340E+06   3.4005447E+02  -2.1868217E+00  -1.0934109E+00
     2.3740000E+03   4.1545303E+02   3.2451981E+04   3.4005447E+02  -2.6959116E+00  -1.3479558E+00
     2.4040000E+03   4.1546609E+02   4.6603472E+04   3.4005447E+02  -2.6842198E+00  -1.3421099E+00
     2.4350000E+03   4.1546861E+02   4.9554723E+04   3.4005447E+02  -2.6831267E+00  -1.3415633E+00
     2.4660000E+03   4.1566534E+02   4.6523683E+05   3.4005447E+02  -2.4878677E+00  -1.2439339E+00
     2.4960000E+03   4.1560946E+02   3.1412295E+05   3.4005447E+02  -2.5451586E+00  -1.2725793E+00
     2.5270000E+03   4.1559393E+02   2.7643119E+05   3.4005447E+02  -2.5621343E+00  -1.2810671E+00
     2.5570000E+03   4.1585111E+02   1.1243124E+06   3.4005447E+02  -2.3064285E+00  -1.1532143E+00
     2.5880000E+03   4.1565956E+02   4.4853355E+05   3.4005447E+02  -2.4994449E+00  -1.2497224E+00
     2.6190000E+03   4.1598029E+02   1.7094786E+06   3.4005447E+02  -2.1804844E+00  -1.0902422E+00
     2.6470000E+03   4.1589504E+02   1.3122851E+06   3.4005447E+02  -2.2671883E+00  -1.1335942E+00
     2.6780000E+03   4.1588760E+02   1.2796358E+06   3.4005447E+02  -2.2761564E+00  -1.1380782E+00
     2.7080000E+03   4.1557943E+02   2.4299146E+05   3.4005447E+02  -2.5857166E+00  -1.2928583E+00
     2.7390000E+03   4.1574356E+02   7.1475722E+05   3.4005447E+02  -2.4230791E+00  -1.2115396E+00
     2.7690000E+03   4.1546141E+02   4.1296283E+04   3.4005447E+02  -2.7065869E+00  -1.3532935E+00
     2.8000000E+03   4.1546524E+02   4.5616182E+04   3.4005447E+02  -2.7041641E+00  -1.3520821E+00
     2.8310000E+03   4.1547231E+02   5.4048265E+04   3.4005447E+02  -2.6984926E+00  -1.3492463E+00
     2.8610000E+03   4.1579097E+02   8.8619712E+05   3.4005447E+02  -2.3812826E+00  -1.1906413E+00
     2.8920000E+03   4.1567337E+02   4.8887761E+05   3.4005447E+02  -2.5003459E+00  -1.2501730E+00
     2.9220000E+03   4.1674764E+02   6.9527895E+06   3.4005447E+02  -1.4286758E+00  -7.1433790E-01
     2.9530000E+03   4.1678744E+02   7.2981684E+06   3.4005447E+02  -1.3916561E+00  -6.9582804E-01
     2.9840000E+03   4.1755094E+02   1.5150188E+07   3.4005447E+02  -6.3268948E-01  -3.1634474E-01
     3.0120000E+03   4.1684576E+02   7.8162373E+06   3.4005447E+02  -1.3405967E+00  -6.7029834E-01
     3.0430000E+03   4.1637984E+02   4.0890635E+06   3.4005447E+02  -1.8085057E+00  -9.0425284E-01
     3.0730000E+03   4.1617129E+02   2.7451359E+06   3.4005447E+02  -2.0187646E+00  -1.0093823E+00
     3.1040000E+03   4.1549702E+02   8.7767214E+04   3.4005447E+02  -2.6944471E+00  -1.3472236E+00
     3.1340000E+03   4.1545287E+02   3.2283347E+04   3.4005447E+02  -2.7399532E+00  -1.3699766E+00
     3.1650000E+03   4.1546501E+02   4.5346258E+04   3.4005447E+02  -2.7292117E+00  -1.3646058E+00
     3.1960000E+03   4.1546590E+02   4.6370442E+04   3.4005447E+02  -2.7297240E+00  -1.3648620E+00
     3.2260000E+03   4.1574496E+02   7.1962866E+05   3.4005447E+02  -2.4520880E+00  -1.2260440E+00
     3.2570000E+03   4.1543661E+02   1.7700909E+04   3.4005447E+02  -2.7618326E+00  -1.3809163E+00
     3.2870000E+03   4.1582430E+02   1.0153714E+06   3.4005447E+02  -2.3755879E+00  -1.1877939E+00
     3.3180000E+03   4.1559194E+02   2.7174149E+05   3.4005447E+02  -2.6093795E+00  -1.3046897E+00
     3.3490000E+03   4.1712305E+02   1.0469700E+07   3.4005447E+02  -1.0819049E+00  -5.4095247E-01
     3.3770000E+03   4.1698813E+02   9.1399610E+06   3.4005447E+02  -1.2197802E+00  -6.0989008E-01
     3.4080000E+03   4.1601646E+02   1.8904712E+06   3.4005447E+02  -2.1929865E+00  -1.0964933E+00
     3.4380000E+03   4.1587638E+02   1.2310050E+06   3.4005447E+02  -2.3345259E+00  -1.1672630E+00
     3.4690000E+03   4.1567038E+02   4.8000717E+05   3.4005447E+02  -2.5419663E+00  -1.2709831E+00
     3.4990000E+03   4.1545435E+02   3.3775986E+04   3.4005447E+02  -2.7593355E+00  -1.3796678E+00
     3.5300000E+03   4.1546315E+02   4.3227615E+04   3.4005447E+02  -2.7519153E+00  -1.3759576E+00
     3.5610000E+03   4.1545405E+02   3.3478830E+04   3.4005447E+02  -2.7623897E+00  -1.3811949E+00
     3.5910000E+03   4.1550101E+02   9.3809305E+04   3.4005447E+02  -2.7167804E+00  -1.3583902E+00
     3.6220000E+03   4.1617882E+02   2.7898721E+06   3.4005447E+02  -2.0405534E+00  -1.0202767E+00
     3.6520000E+03   4.1643046E+02   4.4468632E+06   3.4005447E+02  -1.7910101E+00  -8.9550507E-01
     3.6830000E+03   4.1683879E+02   7.7535510E+06   3.4005447E+02  -1.3855652E+00  -6.9278259E-01
     3.7140000E+03   4.1692481E+02   8.5410215E+06   3.4005447E+02  -1.3026665E+00  -6.5133324E-01
     3.7430000E+03   4.1724646E+02   1.1748548E+07   3.4005447E+02  -9.8454915E-01  -4.9227457E-01
     3.7740000E+03   4.1579676E+02   9.0811020E+05   3.4005447E+02  -2.4357090E+00  -1.2178545E+00
     3.8040000E+03   4.1589608E+02   1.3168789E+06   3.4005447E+02  -2.3378269E+00  -1.1689135E+00
     3.8350000E+03   4.1555867E+02   1.9814061E+05   3.4005447E+02  -2.6766298E+00  -1.3383149E+00
     3.8650000E+03   4.1552622E+02   1.3562272E+05   3.4005447E+02  -2.7104118E+00  -1.3552059E+00
     3.8960000E+03   4.1548740E+02   7.3846094E+04   3.4005447E+02  -2.7506053E+00  -1.3753027E+00
     3.9270000E+03   4.1545289E+02   3.2296854E+04   3.4005447E+02  -2.7864682E+00  -1.3932341E+00
     3.9570000E+03   4.1545686E+02   3.6374883E+04   3.4005447E+02  -2.7838108E+00  -1.3919054E+00
     3.9880000E+03   4.1556786E+02   2.1754446E+05   3.4005447E+02  -2.6741973E+00  -1.3370987E+00
     4.0180000E+03   4.1562255E+02   3.4738794E+05   3.4005447E+02  -2.6208646E+00  -1.3104323E+00
     4.0490000E+03   4.1672466E+02   6.7564360E+06   3.4005447E+02  -1.5213615E+00  -7.6068077E-01
     4.0800000E+03   4.1694284E+02   8.7099230E+06   3.4005447E+02  -1.3063657E+00  -6.5318285E-01
     4.1080000E+03   4.1612098E+02   2.4535176E+06   3.4005447E+02  -2.1298555E+00  -1.0649278E+00
     4.1390000E+03   4.1608959E+02   2.2782936E+06   3.4005447E+02  -2.1628181E+00  -1.0814091E+00
     4.1690000E+03   4.1554116E+02   1.6322117E+05   3.4005447E+02  -2.7125791E+00  -1.3562895E+00
     4.2000000E+03   4.1559560E+02   2.8036873E+05   3.4005447E+02  -2.6595202E+00  -1.3297601E+00
     4.2300000E+03   4.1544104E+02   2.1312710E+04   3.4005447E+02  -2.8153736E+00  -1.4076868E+00
     4.2610000E+03   4.1546435E+02   4.4577448E+04   3.4005447E+02  -2.7934105E+00  -1.3967053E+00
     4.2920000E+03   4.1545453E+02   3.3952918E+04   3.4005447E+02  -2.8045724E+00  -1.4022862E+00
     4.3220000E+03   4.1555719E+02   1.9508775E+05   3.4005447E+02  -2.7032372E+00  -1.3516186E+00
     4.3530000E+03   4.1602891E+02   1.9544297E+06   3.4005447E+02  -2.2330186E+00  -1.1165093E+00
     4.3830000E+03   4.1708141E+02   1.0051671E+07   3.4005447E+02  -1.1836325E+00  -5.9181624E-01
     4.4140000E+03   4.1726297E+02   1.1924018E+07   3.4005447E+02  -1.0056508E+00  -5.0282538E-01
     4.4450000E+03   4.1694309E+02   8.7122205E+06   3.4005447E+02  -1.3287197E+00  -6.6435987E-01
     4.4730000E+03   4.1664075E+02   6.0587245E+06   3.4005447E+02  -1.6333662E+00  -8.1668309E-01
     4.5040000E+03   4.1672412E+02   6.7518280E+06   3.4005447E+02  -1.5525426E+00  -7.7627132E-01
     4.5340000E+03   4.1645515E+02   4.6256990E+06   3.4005447E+02  -1.8235344E+00  -9.1176721E-01
     4.5650000E+03   4.1544820E+02   2.7712630E+04   3.4005447E+02  -2.8317994E+00  -1.4158997E+00
     4.5950000E+03   4.1548128E+02   6.5497511E+04   3.4005447E+02  -2.7999968E+00  -1.3999984E+00
     4.6260000E+03   4.1546813E+02   4.8954679E+04   3.4005447E+02  -2.8144716E+00  -1.4072358E+00
     4.6570000E+03   4.1546022E+02   3.9949613E+04   3.4005447E+02  -2.8237028E+00  -1.4118514E+00
     4.6870000E+03   4.1568291E+02   5.1750902E+05   3.4005447E+02  -2.6023455E+00  -1.3011727E+00
     4.7180000E+03   4.1612160E+02   2.4569865E+06   3.4005447E+02  -2.1651620E+00  -1.0825810E+00
     4.7480000E+03   4.1696975E+02   8.9644542E+06   3.4005447E+02  -1.3199472E+00  -6.5997361E-01
     4.7790000E+03   4.1653356E+02   5.2122254E+06   3.4005447E+02  -1.7583905E+00  -8.7919527E-01
     4.8100000E+03   4.1717979E+02   1.1050295E+07   3.4005447E+02  -1.1157745E+00  -5.5788724E-01
     4.8380000E+03   4.1739821E+02   1.3400608E+07   3.4005447E+02  -9.0100676E-01  -4.5050338E-01
     4.8690000E+03   4.1757309E+02   1.5410965E+07   3.4005447E+02  -7.3040007E-01  -3.6520004E-01
     4.8990000E+03   4.1627839E+02   3.4086126E+06   3.4005447E+02  -2.0268591E+00  -1.0134296E+00
     4.9300000E+03   4.1561201E+02   3.2045722E+05   3.4005447E+02  -2.6945725E+00  -1.3472862E+00
     4.9600000E+03   4.1546623E+02   4.6711116E+04   3.4005447E+02  -2.8416040E+00  -1.4208020E+00
     4.9910000E+03   4.1547599E+02   5.8600635E+04   3.4005447E+02  -2.8331336E+00  -1.4165668E+00
     5.0220000E+03   4.1559310E+02   2.7441749E+05   3.4005447E+02  -2.7173541E+00  -1.3586771E+00
     5.0520000E+03   4.1557882E+02   2.4157553E+05   3.4005447E+02  -2.7329097E+00  -1.3664549E+00
     5.0830000E+03   4.1570389E+02   5.8282861E+05   3.4005447E+02  -2.6092020E+00  -1.3046010E+00
     5.1130000E+03   4.1733996E+02   1.2756205E+07   3.4005447E+02  -9.7676274E-01  -4.8838137E-01
     5.1440000E+03   4.1737504E+02   1.3142759E+07   3.4005447E+02  -9.4551656E-01  -4.7275828E-01
     5.1750000E+03   4.1558993E+02   2.6697220E+05   3.4005447E+02  -2.7319393E+00  -1.3659696E+00
     5.2040000E+03   4.1602554E+02   1.9369795E+06   3.4005447E+02  -2.2978649E+00  -1.1489325E+00
     5.2350000E+03   4.1590797E+02   1.3697586E+06   3.4005447E+02  -2.4168365E+00  -1.2084182E+00
     5.2650000E+03   4.1574658E+02   7.2517981E+05   3.4005447E+02  -2.5795393E+00  -1.2897697E+00
     5.2960000E+03   4.1554067E+02   1.6225310E+05   3.4005447E+02  -2.7867416E+00  -1.3933708E+00
     5.3260000E+03   4.1554955E+02   1.7958729E+05   3.4005447E+02  -2.7791139E+00  -1.3895570E+00
     5.3570000E+03   4.1545823E+02   3.7790479E+04   3.4005447E+02  -2.8717029E+00  -1.4358515E+00
     5.3880000E+03   4.1550805E+02   1.0481842E+05   3.4005447E+02  -2.8231709E+00  -1.4115854E+00
     5.4180000E+03   4.1548480E+02   7.0223558E+04   3.4005447E+02  -2.8476543E+00  -1.4238272E+00
     5.4490000E+03   4.1587150E+02   1.2100693E+06   3.4005447E+02  -2.4623365E+00  -1.2311682E+00
     5.4790000E+03   4.1724246E+02   1.1706090E+07   3.4005447E+02  -1.0947851E+00  -5.4739257E-01
     5.5100000E+03   4.1594615E+02   1.5453368E+06   3.4005447E+02  -2.3926273E+00  -1.1963137E+00
     5.5410000E+03   4.1570041E+02   5.7177090E+05   3.4005447E+02  -2.6397441E+00  -1.3198720E+00
     5.5690000E+03   4.1623111E+02   3.1086410E+06   3.4005447E+02  -2.1107479E+00  -1.0553739E+00
     5.6000000E+03   4.1634308E+02   3.8367762E+06   3.4005447E+02  -2.0006763E+00  -1.0003381E+00
     5.6300000E+03   4.1553340E+02   1.4859770E+05   3.4005447E+02  -2.8116085E+00  -1.4058042E+00
     5.6610000E+03   4.1547940E+02   6.2990696E+04   3.4005447E+02  -2.8668909E+00  -1.4334455E+00
     5.6910000E+03   4.1546105E+02   4.0837814E+04   3.4005447E+02  -2.8864790E+00  -1.4432395E+00
     5.7220000E+03   4.1548878E+02   7.5749590E+04   3.4005447E+02  -2.8600253E+00  -1.4300126E+00
     5.7530000E+03   4.1545613E+02   3.5569825E+04   3.4005447E+02  -2.8939481E+00  -1.4469740E+00
     5.7830000E+03   4.1568603E+02   5.2701432E+05   3.4005447E+02  -2.6653397E+00  -1.3326699E+00
     5.8140000E+03   4.1577798E+02   8.3770532E+05   3.4005447E+02  -2.5747512E+00  -1.2873756E+00
     5.8440000E+03   4.1639837E+02   4.2186101E+06   3.4005447E+02  -1.9563307E+00  -9.7816533E-01
     5.8750000E+03   4.1625835E+02   3.2800879E+06   3.4005447E+02  -2.0982711E+00  -1.0491355E+00
     5.9060000E+03   4.1688105E+02   8.1366100E+06   3.4005447E+02  -1.4785374E+00  -7.3926870E-01
     5.9340000E+03   4.1822323E+02   2.3835018E+07   3.4005447E+02  -1.4184260E-01  -7.0921300E-02
     5.9650000E+03   4.1659608E+02   5.6997021E+06   3.4005447E+02  -1.7712170E+00  -8.8560850E-01
     5.9950000E+03   4.1565116E+02   4.2460065E+05   3.4005447E+02  -2.7173994E+00  -1.3586997E+00
     6.0260000E+03   4.1562869E+02   3.6339886E+05   3.4005447E+02  -2.7411615E+00  -1.3705808E+00
     6.0560000E+03   4.1544868E+02   2.8135340E+04   3.4005447E+02  -2.9223864E+00  -1.4611932E+00
     6.0870000E+03   4.1544872E+02   2.8179414E+04   3.4005447E+02  -2.9235865E+00  -1.4617932E+00
     6.1180000E+03   4.1544400E+02   2.3842406E+04   3.4005447E+02  -2.9295489E+00  -1.4647745E+00
     6.1480000E+03   4.1576813E+02   8.0170837E+05   3.4005447E+02  -2.6067118E+00  -1.3033559E+00
     6.1790000E+03   4.1559068E+02   2.6871260E+05   3.4005447E+02  -2.7854491E+00  -1.3927246E+00
     6.2090000E+03   4.1553140E+02   1.4492491E+05   3.4005447E+02  -2.8459460E+00  -1.4229730E+00
     6.2400000E+03   4.1593565E+02   1.4962249E+06   3.4005447E+02  -2.4432006E+00  -1.2216003E+00
     6.2710000E+03   4.1642526E+02   4.4095528E+06   3.4005447E+02  -1.9557835E+00  -9.7789173E-01
     6.2990000E+03   4.1653895E+02   5.2535469E+06   3.4005447E+02  -1.8442067E+00  -9.2210335E-01
     6.3300000E+03   4.1640946E+02   4.2969290E+06   3.4005447E+02  -1.9756300E+00  -9.8781502E-01
     6.3600000E+03   4.1550083E+02   9.3477646E+04   3.4005447E+02  -2.8854646E+00  -1.4427323E+00
     6.3910000E+03   4.1547754E+02   6.0558898E+04   3.4005447E+02  -2.9100004E+00  -1.4550002E+00
     6.4210000E+03   4.1548763E+02   7.4128668E+04   3.4005447E+02  -2.9011058E+00  -1.4505529E+00
     6.4520000E+03   4.1544440E+02   2.4191871E+04   3.4005447E+02  -2.9455722E+00  -1.4727861E+00
     6.4830000E+03   4.1544422E+02   2.4032327E+04   3.4005447E+02  -2.9469807E+00  -1.4734904E+00
     6.5130000E+03   4.1544178E+02   2.1899927E+04   3.4005447E+02  -2.9506061E+00  -1.4753031E+00
     6.5440000E+03   4.1572877E+02   6.6427271E+05   3.4005447E+02  -2.6649276E+00  -1.3324638E+00
     6.5740000E+03   4.1620076E+02   2.9218751E+06   3.4005447E+02  -2.1945829E+00  -1.0972914E+00
     6.6050000E+03   4.1703420E+02   9.5858404E+06   3.4005447E+02  -1.3641693E+00  -6.8208467E-01
     6.6360000E+03   4.1681381E+02   7.5306401E+06   3.4005447E+02  -1.5873695E+00  -7.9368473E-01
     6.6650000E+03   4.1555338E+02   1.8726655E+05   3.4005447E+02  -2.8489671E+00  -1.4244835E+00
     6.6960000E+03   4.1549752E+02   8.8447731E+04   3.4005447E+02  -2.9060657E+00  -1.4530328E+00
     6.7260000E+03   4.1582996E+02   1.0379177E+06   3.4005447E+02  -2.5749059E+00  -1.2874530E+00
     6.7570000E+03   4.1564485E+02   4.0703009E+05   3.4005447E+02  -2.7612856E+00  -1.3806428E+00
     6.7870000E+03   4.1556246E+02   2.0600533E+05   3.4005447E+02  -2.8448816E+00  -1.4224408E+00
     6.8180000E+03   4.1544535E+02   2.5043403E+04   3.4005447E+02  -2.9632111E+00  -1.4816055E+00
     6.8490000E+03   4.1544643E+02   2.6031406E+04   3.4005447E+02  -2.9633426E+00  -1.4816713E+00
     6.8790000E+03   4.1544183E+02   2.1939086E+04   3.4005447E+02  -2.9691132E+00  -1.4845566E+00
     6.9100000E+03   4.1552072E+02   1.2592219E+05   3.4005447E+02  -2.8914558E+00  -1.4457279E+00
     6.9400000E+03   4.1655050E+02   5.3425409E+06   3.4005447E+02  -1.8637657E+00  -9.3188285E-01
     6.9710000E+03   4.1627860E+02   3.4099318E+06   3.4005447E+02  -2.1375477E+00  -1.0687738E+00
     7.0020000E+03   4.1576142E+02   7.7754787E+05   3.4005447E+02  -2.6560699E+00  -1.3280350E+00
     7.0300000E+03   4.1567587E+02   4.9624560E+05   3.4005447E+02  -2.7427704E+00  -1.3713852E+00
     7.0610000E+03   4.1700381E+02   9.2907277E+06   3.4005447E+02  -1.4177694E+00  -7.0888469E-01
     7.0910000E+03   4.1567678E+02   4.9895925E+05   3.4005447E+02  -2.7460272E+00  -1.3730136E+00
     7.1220000E+03   4.1548642E+02   7.2437412E+04   3.4005447E+02  -2.9375909E+00  -1.4687955E+00
     7.1520000E+03   4.1552459E+02   1.3267123E+05   3.4005447E+02  -2.9006079E+00  -1.4503039E+00
     7.1830000E+03   4.1544506E+02   2.4784792E+04   3.4005447E+02  -2.9813290E+00  -1.4906645E+00
     7.2140000E+03   4.1545026E+02   2.9647027E+04   3.4005447E+02  -2.9773330E+00  -1.4886665E+00
     7.2440000E+03   4.1579679E+02   9.0817375E+05   3.4005447E+02  -2.6320502E+00  -1.3160251E+00
     7.2750000E+03   4.1599398E+02   1.7770262E+06   3.4005447E+02  -2.4362174E+00  -1.2181087E+00
     7.3050000E+03   4.1580162E+02   9.2662198E+05   3.4005447E+02  -2.6298264E+00  -1.3149132E+00
     7.3360000E+03   4.1543402E+02   1.5648146E+04   3.4005447E+02  -2.9986107E+00  -1.4993053E+00
     7.3670000E+03   4.1665972E+02   6.2137445E+06   3.4005447E+02  -1.7754287E+00  -8.8771437E-01
